,qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_questionmark_directory,directory_length,qty_hyphen_file,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,url_shortened,phishing
15815,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
42550,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
17914,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
27582,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,1,109,1,0,0,0,5,0,0,1,1,0,0,44,0,6,0,1,3,0,0,0,0,0,1
15725,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
21356,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
20969,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,3,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
43017,3,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,240,2,1,0,0,5,0,0,1,0,0,0,56,0,9,0,0,1,0,0,0,0,0,1
54334,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,5,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
10499,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,4,0,0,1,0,0,0,24,0,13,-1,-1,-1,-1,-1,-1,0,0,1
15825,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,56,1,0,0,0,9,0,0,0,0,0,0,35,0,0,-1,-1,-1,-1,-1,-1,0,0,1
7781,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,207,3,0,0,0,0,1,0,1,0,0,0,24,0,9,0,0,0,0,0,3,0,0,1
56673,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,8,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
7487,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
28700,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,6,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
42573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
25238,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,32,2,2,0,0,10,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
23879,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,39,3,0,0,0,7,0,0,1,0,0,0,11,0,10,-1,-1,-1,-1,-1,-1,0,0,1
25141,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,5,0,0,1,0,0,0,12,0,11,-1,-1,-1,-1,-1,-1,0,0,1
55654,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
31080,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,6,0,0,0,0,0,0,23,0,0,-1,-1,-1,-1,-1,-1,0,0,1
31892,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
31931,3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,2,73,1,0,0,0,4,0,0,1,1,0,0,35,0,9,1,0,0,0,0,0,1,0,1
95,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,1,79,1,0,0,0,6,0,0,1,0,0,0,41,0,9,0,0,1,0,0,0,0,0,1
32758,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
51072,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,2,0,0,0,0,0,0,15,0,0,-1,-1,-1,-1,-1,-1,0,0,1
32497,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,1,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
14222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
28935,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,2,0,0,8,0,0,1,1,0,0,21,1,20,-1,-1,-1,-1,-1,-1,0,0,1
6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,4,0,0,0,0,0,0,18,0,4,-1,-1,-1,-1,-1,-1,0,0,1
44394,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,83,1,1,0,0,5,0,0,1,1,0,0,70,0,12,-1,-1,-1,-1,-1,-1,0,0,1
25224,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,1,0,0,3,0,0,1,0,0,0,16,0,9,-1,-1,-1,-1,-1,-1,0,0,1
26983,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,7,0,0,1,0,0,0,22,0,11,-1,-1,-1,-1,-1,-1,0,0,1
35762,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
14673,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,3,0,0,14,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
21634,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
16234,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,11,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
41118,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,2,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
57999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
33589,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
37923,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,39,3,0,0,0,6,0,0,1,0,0,0,19,0,6,-1,-1,-1,-1,-1,-1,0,0,1
34661,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
18314,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,329,2,0,0,0,8,0,0,0,5,4,0,305,5,302,-1,-1,-1,-1,-1,-1,0,0,1
3753,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1
7836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2,0,0,0,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
898,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
46785,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
26848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
9911,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,6,0,5,-1,-1,-1,-1,-1,-1,0,1,1
13098,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,6,0,0,1,1,0,0,14,1,13,-1,-1,-1,-1,-1,-1,0,0,1
14595,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
48461,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
35889,2,7,9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,484,0,0,0,0,0,0,0,2,7,9,0,478,6,455,-1,-1,-1,-1,-1,-1,0,0,1
14076,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
32957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
33336,2,0,0,1,0,4,0,0,0,0,0,1,0,0,0,9,1,71,2,0,0,0,4,0,0,0,0,0,0,7,0,6,0,0,0,0,0,9,0,0,0
10544,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,1,0,0,8,0,0,1,0,1,0,30,0,17,-1,-1,-1,-1,-1,-1,0,0,1
39061,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
57666,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,4,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
26702,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,5,0,0,1,0,0,0,23,0,11,-1,-1,-1,-1,-1,-1,0,0,1
20574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
44994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
23000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,3,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
55624,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
18534,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
49971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
659,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2579,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,1,0,0,0,0,1,0,11,0,10,-1,-1,-1,-1,-1,-1,0,0,0
31083,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,6,0,0,0,1,0,0,21,0,0,-1,-1,-1,-1,-1,-1,0,0,1
40625,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2,0,0,0,6,0,0,0,0,0,0,26,0,4,-1,-1,-1,-1,-1,-1,0,0,1
44747,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,7,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
54981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
45617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
49151,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0,5,0,0,2,0,0,0,15,0,14,-1,-1,-1,-1,-1,-1,0,0,1
45023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
32313,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,7,0,0,0,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,0,0,1
48575,3,5,3,5,0,3,0,0,0,0,0,0,0,0,0,13,1,281,2,1,0,0,11,0,0,1,0,3,0,55,0,13,0,4,0,0,0,13,0,0,1
39655,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,6,0,0,0,0,0,0,23,0,0,-1,-1,-1,-1,-1,-1,0,0,1
24779,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
38484,6,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,2,88,2,0,0,0,5,0,0,0,0,0,0,15,0,0,4,3,1,2,1,0,0,0,1
52333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
12936,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
4035,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,7,0,0,1,0,0,0,18,0,8,-1,-1,-1,-1,-1,-1,0,0,1
37948,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
50387,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
24383,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,0,0,0,13,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
1181,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1,0,0,0,7,0,0,1,0,0,0,31,0,9,-1,-1,-1,-1,-1,-1,0,0,1
46204,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,5,0,0,0,0,0,0,31,0,15,-1,-1,-1,-1,-1,-1,0,0,0
42753,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,4,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
41889,2,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,248,1,1,0,0,10,0,0,1,1,0,0,58,0,9,0,0,1,0,0,0,0,0,1
58343,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
53322,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,6,0,0,0,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,0,0,0
41981,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,66,2,0,0,0,7,0,0,0,0,0,0,45,0,32,-1,-1,-1,-1,-1,-1,0,0,1
32066,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,58,1,0,0,0,7,0,0,1,0,0,0,31,0,10,0,0,0,0,0,0,0,0,1
29726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
13061,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61,1,0,0,0,5,0,0,0,3,1,0,44,3,43,-1,-1,-1,-1,-1,-1,0,0,1
53000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2982,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,0,0,0,2,0,0,2,1,0,0,31,1,13,-1,-1,-1,-1,-1,-1,0,0,1
54648,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,61,3,0,0,0,8,0,0,0,0,1,0,28,0,18,-1,-1,-1,-1,-1,-1,0,0,1
33636,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,5,0,0,1,0,0,0,22,0,9,-1,-1,-1,-1,-1,-1,0,0,1
9709,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
3661,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
42931,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,1,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
46967,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,44,2,0,0,0,6,0,0,0,0,0,0,27,0,0,-1,-1,-1,-1,-1,-1,0,0,1
50908,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,0,0,0,7,0,0,1,2,0,0,34,2,17,-1,-1,-1,-1,-1,-1,0,0,1
50596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
13461,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,6,0,0,0,0,0,0,16,0,10,-1,-1,-1,-1,-1,-1,0,0,1
44601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,2,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
56244,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,6,0,0,0,0,0,0,18,0,12,-1,-1,-1,-1,-1,-1,0,0,1
12465,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,6,0,0,0,0,0,0,31,0,0,-1,-1,-1,-1,-1,-1,0,0,1
23796,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,56,2,0,0,0,10,0,0,1,0,0,0,11,0,10,0,0,0,0,0,0,0,0,1
52683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
49031,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,57,2,0,0,0,4,0,0,1,0,0,0,40,0,12,-1,-1,-1,-1,-1,-1,0,0,0
23392,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,6,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
32533,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,41,1,0,0,0,8,0,0,0,0,0,0,21,0,2,-1,-1,-1,-1,-1,-1,0,0,1
45705,7,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,3,107,1,0,0,0,6,0,0,5,0,0,0,67,0,21,1,0,0,0,0,0,1,0,1
49718,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,67,2,0,0,0,7,0,0,0,0,0,0,46,0,0,-1,-1,-1,-1,-1,-1,0,0,1
19634,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,8,0,0,1,0,0,0,16,0,10,-1,-1,-1,-1,-1,-1,0,0,1
30018,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0,0,5,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
24337,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,6,0,0,0,0,0,0,21,0,14,-1,-1,-1,-1,-1,-1,0,0,0
26244,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,80,4,1,0,0,13,0,1,0,0,0,0,45,0,3,-1,-1,-1,-1,-1,-1,0,0,1
34539,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,71,1,0,0,0,6,0,0,1,1,1,0,59,1,19,-1,-1,-1,-1,-1,-1,0,0,1
43746,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2,0,0,0,4,0,0,0,0,0,0,36,0,5,-1,-1,-1,-1,-1,-1,0,0,0
5073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
22946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,3,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
3899,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,83,2,0,0,0,3,0,0,1,0,0,0,72,0,37,-1,-1,-1,-1,-1,-1,0,0,1
30882,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,77,1,1,0,0,7,0,0,0,1,0,0,59,0,0,-1,-1,-1,-1,-1,-1,0,0,1
14401,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,9,0,0,0,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,0,0,0
47484,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,7,0,0,1,0,0,0,44,0,9,-1,-1,-1,-1,-1,-1,0,0,1
26273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
37681,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
19765,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
31292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
38442,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,1,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
3953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
40912,5,3,4,7,0,5,0,1,0,0,0,0,0,0,0,8,2,247,1,2,0,0,9,0,0,0,0,0,0,1,0,0,4,1,4,6,0,8,0,0,1
37648,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,52,1,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
6128,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,3,0,0,0,8,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
50558,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
13019,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,2,0,0,0,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,0,0,1
6904,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,4,4,127,1,0,0,0,2,0,0,0,0,0,0,3,0,2,5,0,0,0,0,4,0,0,1
12690,7,2,0,4,0,5,1,0,0,0,0,0,0,0,0,0,3,159,2,1,0,0,5,0,0,2,0,0,0,47,0,15,2,0,0,0,0,0,1,0,1
33135,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
56599,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,201,1,0,0,0,6,0,0,0,2,1,0,187,0,0,-1,-1,-1,-1,-1,-1,0,0,1
14188,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,7,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
6502,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,4,0,0,0,11,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
