qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_percent_directory,directory_length,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,tls_ssl_certificate,url_shortened,phishing
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,5,0,0,0,2,0,0,27,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,51,1,0,0,0,4,0,0,0,0,2,0,37,10,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3,0,0,0,4,0,0,0,0,0,0,4,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,6,0,0,0,0,0,0,13,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,90,1,0,0,0,6,0,0,1,1,0,0,58,9,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,7,0,0,1,0,0,0,20,19,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,3,0,0,1,0,0,0,34,10,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,2,0,0,0,0,2,0,18,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,1,0,0,0,0,0,0,6,5,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,75,1,1,0,0,4,0,0,1,1,0,0,61,9,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,5,0,0,0,0,0,0,19,0,-1,-1,-1,-1,-1,-1,0,1,0,0
5,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,119,2,0,0,0,4,0,0,2,0,0,0,76,14,1,0,0,0,0,0,1,1,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,4,0,0,1,0,0,0,15,14,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,6,0,0,0,0,0,0,30,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2,0,0,0,8,0,0,0,0,0,0,12,0,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,2,0,0,1,0,0,0,13,12,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,64,1,0,0,0,4,0,0,0,5,0,0,54,41,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2,1,0,0,5,0,0,1,0,2,0,31,30,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,67,1,0,0,0,6,0,0,1,0,0,0,44,9,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,6,0,0,0,0,0,0,30,0,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,38,2,0,0,0,3,0,0,1,0,0,1,25,24,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,3,0,0,1,0,0,0,19,10,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,77,1,0,0,0,7,0,0,1,0,0,0,26,9,1,0,0,0,0,0,1,0,0,1
2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,187,1,0,0,0,4,0,0,1,0,0,0,10,9,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,1,0,0,10,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,1,129,1,0,0,0,3,0,0,1,0,0,0,34,14,1,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,6,0,0,0,0,0,0,17,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,1,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,49,2,0,0,0,4,0,0,0,0,0,0,17,8,1,1,0,3,0,0,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,8,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2,0,0,0,6,0,0,0,0,0,0,34,0,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,3,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0,3,0,0,0,1,0,0,40,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,8,0,0,1,0,0,0,19,10,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,78,1,0,0,0,7,0,0,1,0,0,0,34,9,1,1,0,0,0,0,1,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,0,0,0,6,0,0,0,0,0,0,42,32,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1,0,0,0,5,0,0,1,0,1,0,59,10,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,1,0,0,0,0,0,0,17,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,1,0,0,3,0,0,0,0,0,0,24,23,-1,-1,-1,-1,-1,-1,0,0,0,1
1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,61,1,0,0,0,4,0,0,0,4,0,0,51,32,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,61,2,0,0,0,3,0,0,0,0,0,0,44,32,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,6,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,4,0,0,0,0,0,0,12,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,5,0,0,1,0,0,0,28,11,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,38,2,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
6,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,91,2,0,0,0,10,0,0,3,1,0,0,39,21,1,0,0,0,0,0,1,1,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,44,2,0,0,0,6,0,0,0,0,0,0,28,0,-1,-1,-1,-1,-1,-1,0,1,0,1
3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,66,3,0,0,0,0,1,0,0,1,0,0,51,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,229,1,0,0,0,4,0,0,1,0,0,0,51,9,0,0,1,0,0,0,0,0,0,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,4,0,0,0,6,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2,0,0,0,5,0,0,1,0,0,0,24,9,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,1,129,1,0,0,0,3,0,0,1,0,0,0,34,14,1,0,0,0,0,0,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,44,3,0,0,0,9,0,0,0,0,0,0,18,0,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,3,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,0,3,0,0,0,1,0,0,44,43,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,95,1,0,0,0,8,0,0,0,2,1,0,76,6,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,0,5,0,0,1,0,0,0,43,11,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,3,5,0,2,0,0,0,0,0,0,0,0,0,0,1,142,2,1,0,0,5,0,0,1,0,3,0,54,16,0,0,0,0,0,0,0,1,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,3,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,93,2,0,0,0,9,0,0,1,0,4,0,64,10,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,6,0,0,0,0,1,0,18,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,0,0,0,6,0,0,1,0,0,0,28,8,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,4,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,5,0,0,0,0,0,0,4,0,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,95,1,0,0,0,4,0,0,0,2,0,0,82,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,3,0,0,0,0,0,0,7,6,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,9,0,0,0,0,0,0,18,2,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,11,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,0,0,0,3,0,0,0,0,0,0,47,0,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37,3,0,0,0,5,0,0,1,0,0,0,15,9,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,0,0,0,5,4,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,3,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68,5,1,0,0,20,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
4,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,2,86,2,0,0,0,7,0,0,1,0,0,0,37,6,1,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,91,1,0,0,0,4,0,0,0,0,1,0,78,31,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,5,0,0,0,0,0,0,7,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,2,0,0,1,0,0,0,17,9,-1,-1,-1,-1,-1,-1,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,5,0,0,0,1,0,0,12,11,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2,0,0,0,6,0,0,0,0,0,0,33,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,65,1,0,0,0,7,0,0,1,0,0,0,43,12,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,56,2,0,0,0,6,0,0,0,3,0,0,37,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,73,2,0,0,0,6,0,0,0,2,0,0,46,4,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,5,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
