,qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_percent_directory,directory_length,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,url_shortened,phishing
37689,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,93,2,1,0,0,8,0,0,0,0,0,0,58,46,0,0,0,0,0,0,0,0,1
49180,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,57,2,0,0,0,3,0,0,2,1,0,0,45,9,-1,-1,-1,-1,-1,-1,0,0,1
6812,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,74,1,0,0,0,7,0,0,1,0,0,0,26,9,1,0,0,0,0,0,1,0,1
10979,2,2,2,6,0,2,0,0,0,0,0,0,0,0,0,0,1,128,2,2,0,0,12,0,0,0,0,2,0,93,0,-1,-1,-1,-1,-1,-1,0,0,1
29457,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,1,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
14503,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,5,0,0,1,0,0,0,10,9,-1,-1,-1,-1,-1,-1,0,0,1
2638,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,64,2,0,0,0,8,0,0,0,0,0,0,39,0,-1,-1,-1,-1,-1,-1,0,0,1
36168,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0,6,0,0,0,1,0,0,20,8,-1,-1,-1,-1,-1,-1,0,0,1
56097,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,4,0,0,0,1,1,0,25,0,-1,-1,-1,-1,-1,-1,0,0,1
35296,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,1,0,0,1,0,0,0,22,6,-1,-1,-1,-1,-1,-1,0,0,1
72407,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,102,2,1,0,0,15,0,0,1,1,1,0,64,0,-1,-1,-1,-1,-1,-1,0,0,1
64507,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1
37614,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
44736,3,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,2,98,2,0,0,0,6,0,0,0,1,0,0,57,0,1,0,0,0,0,0,1,0,1
23141,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,4,0,0,0,0,0,0,10,0,-1,-1,-1,-1,-1,-1,0,0,0
53820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
61315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
42869,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,8,0,0,0,0,0,0,10,9,-1,-1,-1,-1,-1,-1,0,0,0
72687,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1,1,0,0,7,0,0,0,0,0,0,28,0,-1,-1,-1,-1,-1,-1,0,0,1
77014,6,0,0,2,1,1,0,0,0,0,0,0,0,0,0,6,3,95,2,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,1,6,0,0,1
70530,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,1,0,0,3,0,0,0,0,0,0,7,0,-1,-1,-1,-1,-1,-1,0,0,1
34376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
85730,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,55,1,0,0,0,3,0,0,3,0,0,0,44,0,-1,-1,-1,-1,-1,-1,0,0,1
69920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
29222,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,4,0,0,1,0,0,0,23,11,-1,-1,-1,-1,-1,-1,0,0,1
82104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
62382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2789,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,47,1,0,0,0,8,0,0,2,0,0,0,26,10,-1,-1,-1,-1,-1,-1,0,0,1
79715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
14479,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,3,94,2,0,0,0,3,0,0,0,0,0,0,7,6,4,0,0,0,1,6,0,0,1
81672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
21089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
19161,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,4,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
50630,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
37247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
22086,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
54022,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,62,2,0,0,0,9,0,0,1,0,0,0,40,18,-1,-1,-1,-1,-1,-1,0,0,1
9871,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,0,0,0,9,0,0,1,0,0,0,10,9,-1,-1,-1,-1,-1,-1,0,0,1
7142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,3,0,0,0,0,0,0,5,4,-1,-1,-1,-1,-1,-1,0,0,1
52292,14,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,1,229,1,0,0,0,7,0,0,1,0,0,0,38,11,12,0,0,0,1,0,0,0,1
41953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
14535,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,61,2,0,0,0,7,0,0,0,0,6,0,45,39,-1,-1,-1,-1,-1,-1,0,0,0
1761,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
69633,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,3,0,0,0,10,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2951,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,0,0,0,7,0,0,0,0,0,0,14,0,-1,-1,-1,-1,-1,-1,0,0,1
1846,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
6264,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2,0,0,0,7,0,0,0,0,0,0,16,0,-1,-1,-1,-1,-1,-1,0,0,1
23606,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,65,3,0,0,0,13,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,1
15862,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,99,1,1,0,0,10,0,0,1,1,0,0,58,9,0,0,1,0,0,0,0,0,1
16547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
80398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
52425,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,5,0,0,1,0,0,0,18,13,-1,-1,-1,-1,-1,-1,0,0,1
14463,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,9,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
8225,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,50,2,0,0,0,4,0,0,3,0,0,0,34,12,-1,-1,-1,-1,-1,-1,0,0,1
21866,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
13433,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1,0,0,0,6,0,0,0,0,0,0,40,32,-1,-1,-1,-1,-1,-1,0,0,1
38914,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
31032,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
57143,3,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,92,2,0,0,0,4,0,0,1,0,0,0,29,10,0,1,3,0,0,0,0,0,1
81703,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
42545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
87755,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,73,2,0,0,0,10,0,0,3,0,0,0,37,0,-1,-1,-1,-1,-1,-1,0,0,1
36906,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,9,0,0,0,0,0,0,18,2,-1,-1,-1,-1,-1,-1,0,0,0
87460,3,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,96,2,0,0,0,5,0,0,1,0,1,0,80,8,-1,-1,-1,-1,-1,-1,0,0,1
55482,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
7841,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
1389,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,54,2,0,0,0,6,0,0,1,0,2,0,33,32,-1,-1,-1,-1,-1,-1,0,0,1
57457,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
74825,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,5,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
87115,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,82,2,0,0,0,9,0,0,1,1,0,1,60,12,-1,-1,-1,-1,-1,-1,0,0,1
35619,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,65,1,0,0,0,5,0,0,0,0,0,0,48,0,-1,-1,-1,-1,-1,-1,0,0,1
32751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
10254,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,187,2,1,0,0,10,0,0,0,0,0,0,159,158,-1,-1,-1,-1,-1,-1,0,0,1
34355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
56784,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
17262,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,142,1,0,0,0,3,0,0,0,0,0,0,132,4,-1,-1,-1,-1,-1,-1,0,0,1
6649,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
85414,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
78368,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
3563,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,2,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
51354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
14168,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,7,0,0,0,0,0,0,22,0,-1,-1,-1,-1,-1,-1,0,0,1
4118,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,1,0,0,0,0,0,3,2,-1,-1,-1,-1,-1,-1,0,0,1
5303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
28542,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,8,2,147,2,0,0,0,5,0,0,0,0,0,0,6,5,2,0,0,0,0,8,0,0,0
43010,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,6,0,0,0,0,0,0,18,0,-1,-1,-1,-1,-1,-1,0,0,1
23786,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,9,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
81565,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
62520,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
36803,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
22251,2,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,62,2,0,0,0,10,0,0,0,0,1,0,34,0,-1,-1,-1,-1,-1,-1,0,0,1
23890,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,1,0,0,6,0,0,0,0,0,0,4,0,-1,-1,-1,-1,-1,-1,0,0,1
30502,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
76177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
62358,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
65946,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,54,2,1,0,0,3,0,0,1,1,0,0,41,9,-1,-1,-1,-1,-1,-1,0,0,1
24036,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,5,0,0,0,0,0,0,16,0,-1,-1,-1,-1,-1,-1,0,0,1
24355,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,5,0,0,1,0,0,0,24,10,-1,-1,-1,-1,-1,-1,0,0,1
34383,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,44,2,0,0,0,6,0,0,0,0,0,0,28,4,-1,-1,-1,-1,-1,-1,0,0,1
34912,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,104,2,5,0,0,22,0,1,0,0,0,0,20,0,-1,-1,-1,-1,-1,-1,0,0,1
54577,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,2,0,0,0,0,0,0,10,0,-1,-1,-1,-1,-1,-1,0,0,1
46513,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,187,1,0,0,0,4,0,0,1,0,0,0,10,9,0,0,1,0,0,0,0,0,1
6382,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,75,3,1,0,0,19,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,1
18985,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,4,0,0,0,0,0,0,5,0,-1,-1,-1,-1,-1,-1,0,0,0
72538,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,0,0,0,6,0,0,0,0,0,0,22,0,-1,-1,-1,-1,-1,-1,0,0,1
86738,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
80804,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,0,0,0,0,5,0,-1,-1,-1,-1,-1,-1,0,0,0
71828,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
10028,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,5,0,0,2,0,0,0,7,0,-1,-1,-1,-1,-1,-1,0,0,1
4472,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
70360,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
963,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
73696,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,2,0,0,1,0,0,0,19,10,-1,-1,-1,-1,-1,-1,0,0,0
35768,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
44129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
50326,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2,0,0,0,5,0,0,1,0,0,0,25,7,-1,-1,-1,-1,-1,-1,0,0,1
41236,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
54161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
39083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
88086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
50662,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,49,2,0,0,0,6,0,0,1,0,0,1,30,23,-1,-1,-1,-1,-1,-1,0,0,1
40166,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,6,0,0,0,0,1,0,30,0,-1,-1,-1,-1,-1,-1,0,0,1
2502,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
17434,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
82119,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,5,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,0,0,0
84764,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
34071,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,44,2,0,0,0,6,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
5567,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
10289,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
70954,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
52119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
85938,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
13441,4,3,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,169,2,0,0,0,6,0,0,1,3,0,0,62,12,1,0,0,0,0,0,0,0,1
81392,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,11,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
30983,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3,1,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
79752,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
63206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
50454,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,6,0,0,0,0,0,0,19,0,-1,-1,-1,-1,-1,-1,0,0,1
32020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
12393,3,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,88,1,0,0,0,11,0,0,1,1,0,0,40,9,1,0,0,0,0,0,1,0,1
16870,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,113,1,0,0,0,8,0,0,1,0,0,0,30,11,0,0,0,0,0,0,0,0,1
38772,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,3,0,0,0,9,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
2185,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
69222,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,0,0,0,4,0,0,0,0,0,0,16,0,-1,-1,-1,-1,-1,-1,0,0,1
75143,2,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,229,1,0,0,0,3,0,0,1,0,0,0,52,9,0,0,1,0,0,0,0,0,1
68889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
24171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
21332,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
52720,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,14,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
87964,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,6,0,0,1,0,0,0,18,13,-1,-1,-1,-1,-1,-1,0,0,0
